GCA	Assembly_UID	Assembly_search_term	Assembly_accession	BioSample	BioSample_refetched	BioSample_UID	geo_location	isolation_source	host	disease	host_health_state	collection_date	strain	sample_name	submitter_id	organism	biosample_title	all_biosample_attributes	error	GCA_clean	Bacterial accession	Phylogroup
GCA_001265845.1	471771	GCA_001265845.1[Assembly Accession]	GCF_001265845.1	SAMN02640725	SAMN02640725	2640725	Mozambique	Unknown	Homo sapiens	Unknown	Unknown	Unknown	302909	Unknown	302909	Escherichia coli	MIGS Cultured Bacterial/Archaeal sample from Escherichia coli	biome=Unknown; broad-scale environmental context=Unknown; collection date=Unknown; collection_date=Unknown; env_broad_scale=Unknown; env_local_scale=Unknown; env_medium=stool; env_package=Unknown; environmental medium=stool; environmental package=Unknown; feature=Unknown; geo_loc_name=Mozambique; geographic location=Mozambique; host=Homo sapiens; investigation type=bacteria_archaea; investigation_type=bacteria_archaea; isol_growth_condt=Unknown; isolation and growth condition=Unknown; lat_lon=25.95 S 32.58 E; latitude and longitude=25.95 S 32.58 E; local-scale environmental context=Unknown; material=stool; nat-host=Homo sapiens; num_replicons=Unknown; number of replicons=Unknown; ref_biomaterial=Unknown; reference for biomaterial=Unknown; strain=302909		GCA_001265845.1	GCA_001265845.1	B2-2
GCA_001266375.1	472061	GCA_001266375.1[Assembly Accession]	GCF_001266375.1	SAMN02640752	SAMN02640752	2640752	Kenya	Unknown	Homo sapiens	Unknown	Unknown	Unknown	401675	Unknown	401675	Escherichia coli	MIGS Cultured Bacterial/Archaeal sample from Escherichia coli	biome=Unknown; broad-scale environmental context=Unknown; collection date=Unknown; collection_date=Unknown; env_broad_scale=Unknown; env_local_scale=Unknown; env_medium=stool; env_package=Unknown; environmental medium=stool; environmental package=Unknown; feature=Unknown; geo_loc_name=Kenya; geographic location=Kenya; host=Homo sapiens; investigation type=bacteria_archaea; investigation_type=bacteria_archaea; isol_growth_condt=Unknown; isolation and growth condition=Unknown; lat_lon=1.27 S 36.80 E; latitude and longitude=1.27 S 36.80 E; local-scale environmental context=Unknown; material=stool; nat-host=Homo sapiens; num_replicons=Unknown; number of replicons=Unknown; ref_biomaterial=Unknown; reference for biomaterial=Unknown; strain=401675		GCA_001266375.1	GCA_001266375.1	B2-2
GCA_002460965.1	1279601	GCA_002460965.1[Assembly Accession]	GCF_002460965.1	SAMN05591700	SAMN05591700	5591700	USA	feces	Homo sapiens	Unknown	Unknown	1998	MOD1-EC1564	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Michigan State University; collected_by=Michigan State University; collection date=1998; collection_date=1998; food product origin geographic location=Guinea-Bissau; food_origin=Guinea-Bissau; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN054304, 116D9; isolate_name_alias=CFSAN054304, 116D9; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Michigan State University; sequenced_by=Michigan State University; source type=human; source_type=human; strain=MOD1-EC1564		GCA_002460965.1	GCA_002460965.1	B2-2
GCA_002461965.1	1280091	GCA_002461965.1[Assembly Accession]	GCF_002461965.1	SAMN05591722	SAMN05591722	5591722	Guinea-Bissau	feces	Homo sapiens	Unknown	Unknown	1997	MOD1-EC1542	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Michigan State University; collected_by=Michigan State University; collection date=1997; collection_date=1997; geo_loc_name=Guinea-Bissau; geographic location=Guinea-Bissau; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN054282, 28E2; isolate_name_alias=CFSAN054282, 28E2; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; source type=human; source_type=human; strain=MOD1-EC1542		GCA_002461965.1	GCA_002461965.1	B2-2
GCA_001265575.1	471641	GCA_001265575.1[Assembly Accession]	GCF_001265575.1	SAMN02640711	SAMN02640711	2640711	Pakistan	Unknown	Homo sapiens	Unknown	Unknown	Unknown	702324	Unknown	702324	Escherichia coli	MIGS Cultured Bacterial/Archaeal sample from Escherichia coli	biome=Unknown; broad-scale environmental context=Unknown; collection date=Unknown; collection_date=Unknown; env_broad_scale=Unknown; env_local_scale=Unknown; env_medium=stool; env_package=Unknown; environmental medium=stool; environmental package=Unknown; feature=Unknown; geo_loc_name=Pakistan; geographic location=Pakistan; host=Homo sapiens; investigation type=bacteria_archaea; investigation_type=bacteria_archaea; isol_growth_condt=Unknown; isolation and growth condition=Unknown; lat_lon=33.67 N 73.17 E; latitude and longitude=33.67 N 73.17 E; local-scale environmental context=Unknown; material=stool; nat-host=Homo sapiens; num_replicons=Unknown; number of replicons=Unknown; ref_biomaterial=Unknown; reference for biomaterial=Unknown; strain=702324		GCA_001265575.1	GCA_001265575.1	B2-2
GCA_002075165.1	1058031	GCA_002075165.1[Assembly Accession]	GCF_002075165.1	SAMN03366552	SAMN03366552	3366552	Gambia	stool	Homo sapiens	diarrhea	Unknown	Unknown	102667	Unknown	102667	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=Global Enteric Multicenter Study; collected_by=Global Enteric Multicenter Study; collection date=Unknown; collection_date=Unknown; geo_loc_name=Gambia; geographic location=Gambia; host=Homo sapiens; host disease=diarrhea; host_disease=diarrhea; isolation source=stool; isolation_source=stool; lat_lon=Unknown; latitude and longitude=Unknown; strain=102667		GCA_002075165.1	GCA_002075165.1	B2-2
GCA_001266195.1	471961	GCA_001266195.1[Assembly Accession]	GCF_001266195.1	SAMN02640743	SAMN02640743	2640743	Mozambique	Unknown	Homo sapiens	Unknown	Unknown	Unknown	300469	Unknown	300469	Escherichia coli	MIGS Cultured Bacterial/Archaeal sample from Escherichia coli	biome=Unknown; broad-scale environmental context=Unknown; collection date=Unknown; collection_date=Unknown; env_broad_scale=Unknown; env_local_scale=Unknown; env_medium=stool; env_package=Unknown; environmental medium=stool; environmental package=Unknown; feature=Unknown; geo_loc_name=Mozambique; geographic location=Mozambique; host=Homo sapiens; investigation type=bacteria_archaea; investigation_type=bacteria_archaea; isol_growth_condt=Unknown; isolation and growth condition=Unknown; lat_lon=25.95 S 32.58 E; latitude and longitude=25.95 S 32.58 E; local-scale environmental context=Unknown; material=stool; nat-host=Homo sapiens; num_replicons=Unknown; number of replicons=Unknown; ref_biomaterial=Unknown; reference for biomaterial=Unknown; strain=300469		GCA_001266195.1	GCA_001266195.1	B2-2
GCA_002461185.1	1279731	GCA_002461185.1[Assembly Accession]	GCF_002461185.1	SAMN05591716	SAMN05591716	5591716	Guinea-Bissau	feces	Homo sapiens	Unknown	Unknown	1997	MOD1-EC1548	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Michigan State University; collected_by=Michigan State University; collection date=1997; collection_date=1997; geo_loc_name=Guinea-Bissau; geographic location=Guinea-Bissau; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN054288, 56B9 12B9; isolate_name_alias=CFSAN054288, 56B9 12B9; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; source type=human; source_type=human; strain=MOD1-EC1548		GCA_002461185.1	GCA_002461185.1	B2-2
GCA_001265265.1	471491	GCA_001265265.1[Assembly Accession]	GCF_001265265.1	SAMN02640695	SAMN02640695	2640695	Mali	Unknown	Homo sapiens	Unknown	Unknown	Unknown	203741	Unknown	203741	Escherichia coli	MIGS Cultured Bacterial/Archaeal sample from Escherichia coli	biome=Unknown; broad-scale environmental context=Unknown; collection date=Unknown; collection_date=Unknown; env_broad_scale=Unknown; env_local_scale=Unknown; env_medium=stool; env_package=Unknown; environmental medium=stool; environmental package=Unknown; feature=Unknown; geo_loc_name=Mali; geographic location=Mali; host=Homo sapiens; investigation type=bacteria_archaea; investigation_type=bacteria_archaea; isol_growth_condt=Unknown; isolation and growth condition=Unknown; lat_lon=12.65 N 8.00 W; latitude and longitude=12.65 N 8.00 W; local-scale environmental context=Unknown; material=stool; nat-host=Homo sapiens; num_replicons=Unknown; number of replicons=Unknown; ref_biomaterial=Unknown; reference for biomaterial=Unknown; strain=203741		GCA_001265265.1	GCA_001265265.1	B2-2
GCA_001265655.1	471681	GCA_001265655.1[Assembly Accession]	GCF_001265655.1	SAMN02640715	SAMN02640715	2640715	Gambia	Unknown	Homo sapiens	Unknown	Unknown	Unknown	102536	Unknown	102536	Escherichia coli	MIGS Cultured Bacterial/Archaeal sample from Escherichia coli	biome=Unknown; broad-scale environmental context=Unknown; collection date=Unknown; collection_date=Unknown; env_broad_scale=Unknown; env_local_scale=Unknown; env_medium=stool; env_package=Unknown; environmental medium=stool; environmental package=Unknown; feature=Unknown; geo_loc_name=Gambia; geographic location=Gambia; host=Homo sapiens; investigation type=bacteria_archaea; investigation_type=bacteria_archaea; isol_growth_condt=Unknown; isolation and growth condition=Unknown; lat_lon=13.47 N 16.60 W; latitude and longitude=13.47 N 16.60 W; local-scale environmental context=Unknown; material=stool; nat-host=Homo sapiens; num_replicons=Unknown; number of replicons=Unknown; ref_biomaterial=Unknown; reference for biomaterial=Unknown; strain=102536		GCA_001265655.1	GCA_001265655.1	B2-2
GCA_000303655.2	548021	GCA_000303655.2[Assembly Accession]	GCF_000303655.2	SAMN00808699	SAMN00808699	808699	Unknown	Unknown	Unknown	Unknown	Unknown	Unknown	7798	Unknown	EC07798	Escherichia coli 07798	Escherichia coli 7798	strain=7798		GCA_000303655.2	GCA_000303655.2	B2-2
GCA_001742645.1	800161	GCA_001742645.1[Assembly Accession]	GCF_001742645.1	SAMN05200894	SAMN05200894	5200894	Netherlands	stool	Homo sapiens	Diarrhoea	Unknown	2014-02	EPEC 1554	Unknown	EPEC 1554	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	collected by=Dr. John W.A. Rossen; collected_by=Dr. John W.A. Rossen; collection date=2014-02; collection_date=2014-02; geo_loc_name=Netherlands; geographic location=Netherlands; host=Homo sapiens; host disease=Diarrhoea; host_disease=Diarrhoea; isolation source=stool; isolation_source=stool; lat_lon=53.21 N 6.55 E; latitude and longitude=53.21 N 6.55 E; pathotype=EPEC; serotype=O157:H39; strain=EPEC 1554		GCA_001742645.1	GCA_001742645.1	B2-2
GCA_000447105.2	566081	GCA_000447105.2[Assembly Accession]	GCF_000447105.2	SAMN02435914	SAMN02435914	2435914	Denmark	stool sample	Homo sapiens	Unknown	Unknown	Unknown	C93_11	Unknown	AICD	Escherichia coli C93_11	Generic sample from Escherichia coli C93_11	country=Denmark; geo_loc_name=Denmark; geographic location=Denmark; host=Homo sapiens; isolation source=stool sample; isolation-source=stool sample; isolation_source=stool sample; strain=C93_11		GCA_000447105.2	GCA_000447105.2	B2-2
GCA_002460945.1	1279611	GCA_002460945.1[Assembly Accession]	GCF_002460945.1	SAMN05591696	SAMN05591696	5591696	USA	feces	Homo sapiens	Unknown	Unknown	1998	MOD1-EC1568	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Michigan State University; collected_by=Michigan State University; collection date=1998; collection_date=1998; food product origin geographic location=Guinea-Bissau; food_origin=Guinea-Bissau; geo_loc_name=USA; geographic location=USA; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN054308, 124B6; isolate_name_alias=CFSAN054308, 124B6; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; project name=GenomeTrakr; project_name=GenomeTrakr; sequenced by=Michigan State University; sequenced_by=Michigan State University; source type=human; source_type=human; strain=MOD1-EC1568		GCA_002460945.1	GCA_002460945.1	B2-2
GCA_002461335.1	1279801	GCA_002461335.1[Assembly Accession]	GCF_002461335.1	SAMN05591727	SAMN05591727	5591727	Guinea-Bissau	feces	Homo sapiens	Unknown	Unknown	1997	MOD1-EC1537	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Michigan State University; collected_by=Michigan State University; collection date=1997; collection_date=1997; geo_loc_name=Guinea-Bissau; geographic location=Guinea-Bissau; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN054277, 39I6; isolate_name_alias=CFSAN054277, 39I6; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; source type=human; source_type=human; strain=MOD1-EC1537		GCA_002461335.1	GCA_002461335.1	B2-2
GCA_002461055.1	1279651	GCA_002461055.1[Assembly Accession]	GCF_002461055.1	SAMN05591706	SAMN05591706	5591706	Guinea-Bissau	feces	Homo sapiens	Unknown	Unknown	1997	MOD1-EC1558	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Michigan State University; collected_by=Michigan State University; collection date=1997; collection_date=1997; geo_loc_name=Guinea-Bissau; geographic location=Guinea-Bissau; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN054298, 110B3; isolate_name_alias=CFSAN054298, 110B3; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; source type=human; source_type=human; strain=MOD1-EC1558		GCA_002461055.1	GCA_002461055.1	B2-2
GCA_002461885.1	1280061	GCA_002461885.1[Assembly Accession]	GCF_002461885.1	SAMN05591713	SAMN05591713	5591713	Guinea-Bissau	feces	Homo sapiens	Unknown	Unknown	1996	MOD1-EC1551	Unknown	Unknown	Escherichia coli	Pathogen: clinical or host-associated sample from Escherichia coli	attribute_package=clinical/host-associated; collected by=Michigan State University; collected_by=Michigan State University; collection date=1996; collection_date=1996; geo_loc_name=Guinea-Bissau; geographic location=Guinea-Bissau; host=Homo sapiens; host disease=Unknown; host_disease=Unknown; ifsac+ category=clinical/research| human; ifsac_category=clinical/research| human; interagency food safety analytics collaboration (ifsac) category=clinical/research| human; isolate name alias=CFSAN054291, 12A1; isolate_name_alias=CFSAN054291, 12A1; isolation source=feces; isolation_source=feces; lat_lon=Unknown; latitude and longitude=Unknown; ontological term=feces:uberon_0001988; source type=human; source_type=human; strain=MOD1-EC1551		GCA_002461885.1	GCA_002461885.1	B2-2
